99971 2
39 89 2843
21 37 58733
81 58 17194
83 39 35733
5 52 72073
7 78 69670
52 69 13466
85 63 71216
42 77 37601
58 77 68878
30 7 39866
70 52 81745
13 92 76696
71 31 93359
80 68 40707
80 68 85738
32 56 74976
70 91 65970
49 62 41155
8 81 77689
16 97 83802
35 68 63174
91 65 72099
23 41 34760
80 40 39637
78 61 87963
70 8 60055
60 87 93671
3 74 29309
90 64 78703
100 75 16092
21 57 79207
54 31 62172
53 57 59241
82 94 59578
64 39 19850
40 5 47940
32 4 68352
72 63 64524
69 91 35854
47 77 40317
3 50 62812
69 78 8100
27 78 10338
55 31 69479
87 35 60259
3 96 90695
57 73 12613
54 67 68144
63 59 90290
19 65 49673
5 35 55895
53 3 90681
70 86 60843
63 8 25942
39 74 15971
59 44 91684
26 99 87887
33 76 48632
54 24 3508
82 45 57344
62 45 95298
20 29 83737
59 22 19122
23 50 5145
59 29 61196
71 46 9073
85 37 96338
26 45 19581
32 93 45173
76 43 6850
100 12 60298
96 89 632
35 93 59654
66 28 76070
46 25 77716
38 88 72911
23 23 22217
83 27 82622
66 38 61945
95 9 63844
17 53 66164
76 6 24781
46 67 32493
70 75 74447
64 86 81681
58 51 29646
85 74 77393
19 70 14733
83 33 12953
80 29 25214
38 54 88701
32 83 51482
52 77 60489
6 64 97371
90 44 30564
2 58 18723
2 61 76017
3 30 33148
68 85 96280
3 10 28073
64 6 21180
4 94 69123
2 16 79613
87 99 95194
34 81 43026
89 81 28171
84 71 23790
44 58 70454
38 74 10447
44 86 37576
26 17 72163
72 87 40821
77 36 13219
25 75 22281
55 40 69310
8 69 39440
98 35 34596
74 37 47032
4 7 44888
30 69 83137
2 7 47840
40 49 70348
50 57 16103
50 20 2545
22 7 41765
79 27 19688
86 94 2083
86 76 19803
20 79 88119
19 21 77375
51 61 97793
25 78 77451
3 61 90180
62 48 90012
80 37 97005
70 93 36583
98 83 1613
50 59 93582
10 98 17281
18 79 33848
30 52 91304
78 11 12113
74 76 86856
53 3 89131
90 57 46363
15 47 489
12 11 70684
37 89 75174
71 34 9980
74 75 8376
86 8 98677
74 80 63270
53 98 50121
47 55 70980
61 12 17213
45 50 72691
66 3 4755
37 56 16331
21 59 75767
11 44 80011
1 100 47858
73 29 55587
73 50 99946
64 44 65768
53 9 76361
72 12 53509
83 60 20016
15 31 62597
16 69 46159
57 86 75333
53 25 64020
79 14 97917
98 33 77996
98 70 7291
64 54 35213
93 21 8436
37 57 87194
19 97 48362
98 37 39704
22 60 80714
42 59 30493
4 75 23871
49 70 50562
22 32 23451
13 40 92729
81 99 36361
49 39 11210
65 9 52477
17 10 59910
42 49 30364
42 73 39119
52 26 9560
10 86 27102
8 14 22973
53 52 28908
99 97 51506
62 47 46901
59 18 21981
76 96 63218
61 84 55999
80 90 74133
5 3 22382
52 42 72206
50 6 7966
92 60 12512
42 45 21019
77 82 5995
71 2 16593
23 59 50931
38 98 8955
66 64 74968
74 59 9821
69 34 45523
46 24 89221
27 5 15353
76 22 25940
84 40 34794
40 9 95491
68 66 88598
56 37 48997
63 24 93488
19 21 95427
58 87 78302
62 59 76875
9 5 6915
17 6 62628
32 41 82398
22 1 79047
95 50 39816
10 56 79665
56 2 91801
92 22 69167
73 72 84521
31 75 89112
29 64 65782
5 11 1972
29 95 69395
1 38 46723
23 99 29550
62 22 57158
75 54 52359
28 41 95761
100 77 95213
64 70 32771
74 66 87675
88 37 31724
65 8 92611
32 21 40902
75 47 37100
10 28 83655
75 35 79781
48 46 78106
97 62 36041
88 66 34873
5 83 45271
25 66 40613
81 58 41110
26 69 68514
74 14 94348
84 12 69570
95 15 94858
80 32 87564
39 40 96335
87 25 2323
77 76 83234
95 14 15175
87 92 75001
8 72 63179
81 71 78953
39 26 85483
25 87 12650
96 74 67968
69 70 15361
25 73 35000
17 31 55013
77 92 72318
7 7 4259
98 100 83648
53 73 23845
49 95 96688
57 91 64872
22 31 19689
62 17 30732
59 66 73253
40 28 54393
21 18 65868
53 86 47887
98 19 11151
52 95 88033
51 63 33064
62 80 10508
48 13 69908
50 59 92173
87 24 80643
62 36 41777
100 35 30921
54 91 61134
57 32 92226
75 84 85359
40 97 71747
61 35 56004
1 23 67254
83 61 75225
29 92 55655
84 63 5809
95 86 43222
11 32 93957
62 75 35849
29 40 82837
26 25 16711
54 5 89467
83 12 40152
61 13 48000
5 19 17193
94 51 16528
78 27 74502
1 56 10226
13 55 77147
99 84 68017
94 98 54200
32 96 19872
50 23 83210
72 32 11568
23 50 7870
86 41 52501
33 61 17935
54 21 59037
52 89 58412
82 18 76488
55 53 67291
52 16 65400
20 24 26939
44 71 41245
26 5 22197
26 48 992
47 57 17548
39 13 18465
23 84 26290
45 67 45261
88 42 83548
23 43 90894
74 85 23618
39 2 25616
12 21 79511
60 43 60477
84 62 16059
32 9 95701
53 97 24595
56 77 65693
62 46 51898
16 92 55831
20 55 94053
13 10 26877
25 77 43421
78 68 97522
10 89 22357
85 96 61524
86 13 94120
28 14 13302
47 11 38975
15 24 18588
29 43 533
66 60 69403
19 34 90462
2 65 61445
82 83 49016
89 70 59963
7 53 27794
48 31 94827
38 15 51414
1 87 69745
9 18 62709
67 7 46990
15 17 94388
92 25 93843
71 48 39813
3 44 27518
8 36 95753
73 45 83145
8 54 55177
41 93 72575
6 94 76767
22 48 2466
55 55 84906
52 87 87198
10 40 4857
33 36 80810
62 28 41260
76 12 65070
37 46 51169
27 65 42912
23 89 35331
21 65 49039
88 70 38313
13 5 4242
62 94 20731
67 31 1594
19 36 6853
16 31 25643
13 75 54789
92 5 71891
41 31 39941
100 18 23757
78 63 12942
38 69 5330
87 16 32261
98 78 35263
7 55 80264
85 91 63244
48 44 60807
50 65 54705
61 18 27338
50 9 24823
10 57 8882
27 29 99442
67 2 33807
25 68 92762
89 94 9213
68 12 51685
67 91 57406
32 60 44707
29 17 63472
43 32 23619
1 32 63141
96 37 22613
42 58 49700
63 37 57047
68 71 2361
23 56 74640
38 12 4845
93 78 29974
38 57 7850
41 45 2419
34 71 21619
90 92 53436
20 59 64528
53 14 60756
47 54 67436
36 38 79960
1 68 2117
1 88 39072
68 71 61398
40 1 45032
97 80 16116
6 91 69751
87 12 50059
99 68 83178
11 75 71894
68 25 11943
78 28 29397
100 92 39643
32 64 8484
50 52 47895
62 74 68919
89 65 89214
34 88 57723
14 73 70453
99 21 84956
1 88 44126
20 68 75450
29 57 7413
20 35 8909
15 20 22192
37 11 15588
38 72 22351
5 2 64185
76 60 62958
66 11 2391
31 83 57725
25 99 72147
6 56 54895
56 64 67552
23 73 20931
63 73 49095
54 96 70405
55 93 94200
85 55 7656
8 46 15677
81 44 24827
15 9 3836
41 6 97384
89 46 58553
91 52 56463
54 69 10862
50 42 62889
26 7 93305
100 76 8956
31 83 57499
49 45 4068
88 46 34567
50 97 26654
69 77 32583
13 42 15728
66 48 70410
75 13 47730
46 54 66910
85 67 49171
77 3 84040
56 52 49564
90 57 45360
72 85 17668
34 26 28785
77 81 21015
6 97 73318
81 93 14382
95 94 4196
44 91 42104
28 33 76204
72 91 84898
22 1 26110
47 9 65475
13 91 82994
73 18 88073
9 83 51390
29 4 36492
71 75 25263
15 13 30625
23 49 97907
56 20 97099
24 3 70322
98 71 8600
17 67 70803
38 90 36100
50 27 52736
73 43 2263
93 37 34613
71 61 5356
41 75 68437
73 58 77017
97 19 59843
48 48 63670
7 85 52039
75 50 35454
14 95 50990
95 5 43177
81 42 58182
82 96 32374
82 95 79913
78 12 82905
48 35 73694
74 63 36766
65 25 4972
8 84 96364
88 61 88475
55 3 56939
96 43 179
40 47 50038
91 10 21885
83 63 78125
7 55 84059
33 90 27566
17 28 64914
93 98 59075
8 10 48576
59 7 70963
15 80 76332
56 59 3861
74 8 65470
50 73 14306
61 100 91124
54 32 18382
67 87 10257
83 38 87783
41 50 88206
26 96 38239
78 72 83002
21 3 66997
53 83 15962
83 50 34705
61 6 19138
47 79 68285
24 35 53897
32 61 29486
98 69 65898
21 42 96857
46 14 83624
15 33 8842
72 20 83543
44 74 21507
61 31 77290
20 21 77173
17 89 29780
41 2 89058
28 82 29368
1 22 43547
25 48 39939
40 27 29123
98 59 56534
22 45 17089
70 59 82226
1 34 2561
35 49 85360
24 4 58041
82 82 44656
60 25 54777
34 71 9384
95 86 16643
71 42 36365
82 23 90975
14 33 87781
17 83 25994
35 43 44308
79 38 60312
46 20 66943
73 48 51004
22 79 35107
52 71 88564
80 81 85306
16 25 15109
81 78 5797
72 88 75874
92 95 7108
82 70 16373
74 66 77936
39 81 67767
46 31 22285
93 12 13636
63 17 52117
71 12 48859
24 25 4637
75 19 11409
46 88 4728
7 58 7460
58 93 44943
7 43 457
96 1 97819
80 69 89984
63 96 72392
67 36 52097
57 81 41711
25 28 61265
61 71 8935
98 87 30509
57 98 49566
9 54 7969
18 39 12307
51 53 44627
97 51 1715
16 85 78246
90 66 25701
88 17 25461
31 55 68251
25 7 67271
18 26 20186
27 69 90391
56 27 66577
1 13 68042
54 99 60281
4 68 63957
89 16 29121
8 1 99954
83 40 38741
60 80 64629
49 58 4975
7 17 14916
49 97 27982
53 66 60898
9 35 44778
43 89 41651
75 26 25897
26 95 71342
14 14 97404
54 83 46847
15 22 50135
20 85 21264
61 39 68812
51 37 83796
31 19 36334
35 82 61078
8 77 60509
54 39 14230
89 6 57175
19 64 2478
62 91 54680
3 85 3347
33 21 65579
46 46 90841
4 37 39901
71 19 55902
16 50 97724
93 49 88061
55 62 52373
22 60 54133
33 70 50290
67 91 9683
78 28 46928
62 53 36757
58 44 62804
77 82 32611
38 2 45208
26 13 92843
58 33 77233
3 83 62996
78 40 98762
12 88 44477
62 61 38895
65 42 50275
99 56 87053
34 38 12739
89 49 11196
85 90 48356
7 88 563
3 41 16162
89 28 6386
65 68 56300
7 21 48304
87 75 56847
87 18 27560
37 41 67511
65 79 22492
22 63 10723
24 42 38906
89 73 46388
52 100 41153
48 65 18035
90 76 8093
37 67 32250
57 75 33478
87 33 88959
24 87 1633
72 5 61421
76 31 77280
10 70 65795
56 89 62696
88 11 68446
61 51 22064
81 11 64802
12 13 30046
42 68 95799
60 7 66741
91 31 6510
13 81 57152
82 83 14354
3 82 19969
47 18 88651
69 77 98079
98 99 26020
14 12 13775
35 31 71159
9 6 903
11 98 21404
91 33 75754
88 72 34111
45 19 1693
19 50 76813
9 5 14898
87 67 99397
52 31 89349
18 15 90748
53 1 88326
4 77 12633
80 71 63073
28 33 41230
94 12 25477
82 83 68381
70 44 30264
27 52 84666
91 25 53155
12 18 6992
36 72 45291
44 99 70634
70 62 78502
21 91 90993
66 11 8494
10 35 47220
78 82 62202
60 49 46617
79 42 26302
7 49 24398
81 54 92765
27 89 54698
44 6 71399
91 97 38425
18 92 16832
67 58 46450
42 37 77464
9 58 25731
23 3 7763
100 26 57843
74 16 77801
13 84 76790
63 67 19583
75 66 24063
5 45 83877
78 51 84963
90 17 19813
45 39 55190
62 2 95099
70 33 6732
81 70 34334
14 60 76932
61 30 98762
64 38 40681
64 14 64901
56 58 66358
59 30 38638
60 33 22594
5 52 53613
71 53 12040
92 65 36216
24 98 87876
52 20 47977
99 94 53628
57 35 81895
34 86 38088
67 34 48995
50 13 77438
39 1 77417
10 19 30780
43 57 22135
52 41 65729
92 29 13324
27 31 5776
16 88 30895
75 12 76207
4 30 55919
22 23 53992
10 91 92601
73 59 42321
88 95 67736
93 90 98734
54 100 83062
50 52 4908
100 31 86736
54 50 23566
71 2 26735
70 43 48109
1 26 72335
61 71 80470
45 68 90029
94 77 20779
4 28 99502
23 67 53639
45 86 41207
33 1 79618
4 62 68559
23 69 38630
86 39 30135
5 26 65042
64 58 83541
72 41 57634
35 91 16958
86 20 41288
38 68 73688
74 52 281
67 33 47613
74 64 74194
70 96 45696
79 100 54738
64 94 15296
55 8 84425
12 23 31807
38 24 13894
11 76 95936
76 38 23374
52 40 89988
88 56 71101
6 59 7170
75 92 56190
38 21 9669
34 40 50677
34 15 90903
3 38 78344
45 59 91602
4 40 40045
60 21 39363
53 17 14639
25 47 31085
94 41 40403
94 52 3629
57 68 98983
34 7 79174
48 87 62447
8 56 34902
1 6 81115
84 95 20530
34 30 76634
81 80 10605
46 82 72445
23 79 68534
93 73 30729
60 83 93570
80 5 87336
14 2 46224
68 63 57485
65 2 57140
56 56 46140
46 54 36986
27 36 80326
58 11 77155
77 94 38082
74 66 64367
63 16 74024
88 76 56375
89 65 52869
67 68 27913
16 4 71790
5 74 30051
40 56 37093
72 26 96698
82 98 1914
62 25 38105
91 43 25501
61 2 17829
28 17 93743
51 23 57605
44 15 81583
1 79 67541
25 2 93914
41 28 77413
51 67 92776
58 55 51187
67 65 23043
63 94 37556
56 87 58751
31 62 2651
13 68 50133
33 98 49927
82 66 52144
97 76 54560
73 90 5922
68 3 22627
62 54 15076
61 94 76902
55 8 51012
77 29 92679
5 61 89583
73 24 16983
63 89 21457
49 25 9691
18 66 28874
12 56 80916
32 26 71452
97 94 94828
97 5 64490
37 87 57291
28 78 94217
14 22 75280
84 67 55648
22 28 63668
9 71 60757
66 52 72976
99 98 28199
76 84 85447
92 60 40659
35 100 24604
38 80 5100
10 6 64944
83 80 51763
6 34 83405
20 29 40284
64 78 45629
63 69 18670
63 17 39106
66 85 66128
1 70 78107
14 73 85049
3 17 53527
18 97 3715
27 57 86532
83 34 68980
91 92 16485
88 42 55670
58 91 68545
16 83 87785
16 27 42718
8 42 46734
18 40 86337
95 81 26795
90 42 94081
88 12 43050
44 3 84756
45 17 29239
79 42 88434
91 72 11318
24 42 96181
58 38 59524
76 6 96112
56 94 70137
22 80 56402
37 37 18493
1 27 64987
42 72 45294
4 84 8043
21 74 49758
33 23 54677
86 97 38522
2 11 88472
87 12 16529
56 39 43530
49 15 15410
39 29 29320
96 96 84016
41 14 30213
17 61 27348
73 40 90458
8 52 50685
38 59 32025
29 66 86009
56 73 6395
57 73 53027
93 100 1415
6 83 25409
77 52 77863
66 90 58046
10 6 50545
32 98 79788
86 90 28703
3 54 1896
78 54 66401
18 74 19313
100 73 77381
20 99 11334
76 82 95545
32 43 33667
97 65 23043
45 64 75838
97 69 23743
89 6 91264
56 99 5639
96 56 17873
79 19 76498
23 15 29250
21 85 96612
66 30 44158
20 80 84126
21 99 69104
79 27 67118
20 73 8238
94 87 29382
38 17 68998
76 16 37118
14 52 91252
54 14 88809
72 2 39298
100 82 98378
87 15 5990
34 18 15494
4 62 55826
48 80 45516
17 65 13763
42 26 58014
73 54 94693
92 73 84519
70 97 66501
87 31 49527
14 31 28357
53 67 74700
48 61 2792
64 100 39889
23 21 83504
45 84 52663
38 35 16110
12 69 74490
39 40 94883
45 11 676
24 95 16914
80 10 29869
86 3 37528
67 5 41927
19 67 60740
50 8 10020
27 34 38003
69 34 87747
26 6 8180
24 35 67270
14 79 39065
84 52 17820
83 27 87140
32 8 50856
44 21 57307
95 20 45564
57 78 9198
30 55 76856
51 17 75945
79 68 80810
19 38 41246
42 78 23079
26 70 78877
6 70 42703
53 42 53812
99 29 76139
48 57 15498
3 35 83703
26 75 1109
60 98 31389
81 60 4970
25 60 18875
91 79 34423
8 7 98381
5 96 49812
21 29 219
20 90 73166
70 11 62117
42 35 18041
69 14 95022
16 82 71965
76 2 13763
60 93 27105
7 42 99805
88 27 36694
88 80 28633
55 12 90746
85 51 58783
80 78 54321
98 75 24026
21 56 8068
91 42 35815
24 88 26186
44 38 86370
90 63 61405
43 70 39702
42 27 18287
55 96 84248
76 33 3995
94 20 71041
20 78 86292
70 86 52437
73 77 82150
70 100 77477
64 11 63491
69 85 7797
11 81 82246
83 67 96043
91 96 13086
93 81 5046
18 11 97481
50 62 44592
29 32 26238
26 52 87238
52 78 59996
65 22 94620
63 14 93343
97 41 32424
15 91 24033
21 42 88411
30 80 98028
46 93 82276
69 32 81110
90 57 21619
33 55 24487
94 89 19728
50 64 49695
81 29 78101
4 11 46266
91 39 14962
45 24 85243
26 79 44856
37 31 90836
34 45 9995
27 21 91674
70 96 21549
6 44 4151
49 40 23978
72 40 93447
80 89 45650
8 59 38232
60 7 65910
95 32 81307
17 22 58767
14 17 74844
13 74 94327
15 99 34589
4 66 82067
35 3 77880
40 15 90783
47 33 94434
71 55 87350
44 69 73692
38 83 96465
13 65 11815
85 23 52350
39 83 68538
74 37 79684
46 57 87609
95 11 30805
30 34 79525
81 20 36179
18 87 8625
40 4 62386
23 20 97883
32 68 86399
75 72 79714
18 29 69464
36 22 38441
80 3 75168
61 9 32864
30 1 72397
85 67 19364
25 92 24761
23 96 21581
61 91 77681
35 58 49024
68 32 3798
96 84 78569
21 55 59362
61 40 78123
85 62 9670
26 33 94083
59 10 93721
37 88 50712
3 62 23775
42 23 282
44 72 82281
19 27 32407
1 99 93999
63 6 54213
37 2 8206
4 66 25996
58 78 64497
1 26 21367
40 86 56167
52 6 17674
83 49 67732
30 37 58547
100 92 10021
59 9 36469
95 63 66016
92 89 21376
11 29 415
46 75 96135
3 59 42987
56 54 51696
82 56 14637
43 49 50659
43 59 85645
7 37 45806
80 78 50136
73 86 33544
45 18 36573
54 78 50655
92 20 33880
40 18 99868
77 82 39932
63 5 7199
75 33 45688
61 38 97030
91 93 98196
44 71 21474
27 31 87299
5 69 31084
53 76 93579
55 40 66171
91 18 46665
66 56 18726
12 14 79856
40 88 44963
3 78 66501
54 54 71167
66 68 98434
25 58 96855
39 65 85929
84 73 122
39 37 22523
76 10 89901
46 47 95622
86 34 96652
76 9 81983
60 97 62823
79 3 49208
63 44 33117
15 24 21313
87 54 86813
69 57 12459
5 47 99391
76 37 55801
4 15 11627
100 82 36899
22 54 96154
38 23 40669
43 97 80839
62 5 42048
94 46 87854
20 25 65823
35 78 43726
83 46 72175
16 92 61325
90 48 39603
92 88 16389
96 77 25901
9 12 95719
61 11 36752
75 34 28369
37 94 33130
27 8 88775
52 79 30721
70 39 23373
41 27 65475
85 57 67137
9 25 32623
68 54 27185
51 36 79073
43 57 7070
34 77 19164
54 52 43377
69 55 24455
2 14 15160
71 70 82527
47 99 54481
91 32 20782
71 66 44755
49 36 46912
19 20 45775
71 17 65218
63 29 30100
1 10 33596
42 88 21090
2 37 11713
39 33 75146
20 33 51323
12 92 62852
81 47 3819
8 13 13167
73 47 42608
48 95 2686
12 5 59516
85 74 78474
58 65 61590
51 11 21102
59 60 12843
75 97 31654
52 74 36190
53 50 2422
66 75 94098
53 49 65511
18 83 75482
72 72 87822
71 72 83019
20 93 10342
28 92 90814
19 12 26576
91 100 66682
41 68 48653
97 46 17436
81 90 25687
2 23 8634
23 67 76287
83 13 21350
8 89 48184
75 66 90151
39 72 81327
18 12 37338
73 42 1770
1 39 41731
3 22 34144
53 27 35205
5 31 595
42 35 28974
95 96 20627
40 76 56227
83 87 36840
27 85 93372
32 22 27159
63 17 70800
14 11 18997
22 98 83016
90 59 81361
95 8 66283
32 49 52821
17 20 4260
84 50 91918
2 86 42715
68 39 81635
49 21 8838
97 41 15900
77 18 87803
65 57 99298
62 100 30223
61 76 72991
16 6 46196
63 8 49351
45 68 66965
11 78 51722
16 35 79974
46 37 92457
99 18 29158
42 3 98868
54 97 6012
73 75 3280
18 95 91273
98 71 82782
88 5 1462
44 97 680
19 47 54022
66 50 73362
16 82 43935
76 17 69638
95 9 49692
4 95 99329
99 91 28873
8 31 28426
69 13 42893
35 48 9621
63 64 45328
16 48 27482
52 19 38658
50 11 56292
79 42 75746
96 98 63777
29 41 53937
34 21 45953
8 90 70557
95 44 9208
10 21 62945
97 15 22535
11 53 48200
68 45 74808
4 82 6939
13 13 85729
66 79 61067
48 89 37560
37 20 46020
2 59 66713
44 2 75681
30 30 1509
35 96 5191
100 33 13164
22 22 86491
8 28 88119
72 8 58954
71 28 48915
21 41 24769
10 16 95778
7 81 19835
26 68 63547
87 36 67122
37 21 70155
34 29 68313
87 59 96416
24 78 81814
7 77 51216
99 82 62483
36 81 38197
78 90 69843
69 30 35922
86 15 54576
97 2 11688
12 13 700
61 93 1431
73 96 41995
59 50 65806
77 16 99940
66 49 74682
100 14 12796
44 57 59971
6 5 57093
28 58 31728
38 61 53631
50 7 91978
72 49 18853
38 8 57679
20 71 87379
17 81 58623
42 25 45177
10 41 23829
15 79 90742
19 83 98658
69 64 89064
49 94 3681
74 94 6193
89 96 93592
64 7 27172
88 20 33646
66 43 6160
38 5 28660
21 79 97937
67 7 34757
20 39 33577
25 78 5445
64 76 38158
2 31 76408
41 77 60437
78 1 14912
92 66 94466
6 19 25014
82 78 25758
74 47 38589
88 94 33898
11 64 83311
63 9 64253
54 52 99445
72 61 20932
53 91 24753
57 55 69983
7 15 34550
42 6 55254
60 80 30116
53 34 50580
9 44 78140
21 74 36122
47 18 47284
70 99 61413
93 72 24022
77 3 33567
54 25 77831
81 11 2197
45 74 2464
4 94 99112
93 39 76851
80 29 86972
73 44 13933
74 5 1015
28 3 57557
12 8 50782
11 73 43299
13 56 77796
80 22 18770
98 37 1043
92 38 63936
40 24 89493
89 16 76526
41 34 32091
83 87 67641
75 59 49553
55 33 16138
100 64 41973
36 7 8247
60 27 46397
100 61 94483
93 76 65577
100 64 21534
4 36 69828
4 59 68500
78 30 79667
89 27 82146
80 15 33179
37 19 1634
75 52 91889
80 52 94762
9 63 2225
88 84 34127
58 35 77738
52 81 25773
84 49 67697
24 91 11493
100 32 38955
86 73 81929
73 27 94783
34 85 54359
35 71 40610
32 21 96061
73 31 55373
94 31 36808
64 14 46037
2 98 50610
9 61 63308
67 12 31715
74 14 64879
57 52 43633
27 68 87791
44 65 76032
28 20 86884
42 44 24407
62 8 39750
38 41 94329
47 74 3897
99 4 46898
12 41 58953
66 99 40377
68 91 22497
48 42 86246
96 55 54653
37 15 48749
64 44 11426
26 21 79556
91 57 79944
34 8 50187
35 5 26587
4 21 99797
62 37 53724
30 3 88772
52 80 16843
18 95 49259
61 51 2009
67 98 95665
98 90 76062
21 3 90897
74 29 577
28 26 14408
91 39 19322
30 10 55446
31 79 94330
22 37 88042
75 67 43027
85 12 58138
87 10 26521
4 88 8192
18 67 46798
16 21 87181
92 1 45918
50 52 71102
76 20 51364
6 3 89263
7 82 95023
84 58 4965
7 58 83558
94 3 71550
44 73 27823
66 7 44030
8 78 19533
69 65 54875
71 71 75821
76 10 27298
13 82 3973
44 66 26250
67 66 30562
54 61 10544
67 80 20707
20 36 18458
35 53 18545
39 69 35539
56 49 79471
51 58 95737
57 6 93945
15 90 7035
7 54 10980
88 2 16475
22 44 64316
34 14 59016
40 77 16058
24 12 20379
43 37 91202
81 29 86772
32 42 43890
82 33 17453
71 66 30553
33 6 84304
89 16 86783
53 62 5382
54 1 42280
17 63 62212
42 49 39102
41 68 39837
35 98 74292
45 64 35754
27 10 53699
19 97 46685
51 59 65115
82 58 43538
44 90 73861
94 39 46586
74 59 59710
6 18 36162
72 20 44004
42 28 9111
97 48 57740
25 24 79502
16 92 28518
28 56 3097
3 43 28713
7 33 75754
36 55 49290
38 57 21321
45 6 72931
100 23 81400
60 27 47837
52 62 90852
11 45 44686
24 22 19077
75 24 49391
72 96 52820
42 83 97183
21 39 43108
30 43 93433
25 58 16099
12 73 22051
66 22 73311
27 30 41342
100 1 85324
44 4 83005
33 74 10336
61 1 19510
76 63 3606
63 78 21457
34 23 28340
4 85 86310
74 49 42398
49 52 12920
8 52 53033
19 68 36337
68 71 50122
83 67 12019
88 32 45881
3 53 34081
76 43 48186
3 72 44271
41 27 15173
76 39 5271
78 33 23498
68 70 12024
98 52 79871
15 22 44462
81 70 18260
71 61 68749
23 48 93566
4 21 66745
24 59 97602
50 79 5473
21 34 67299
43 73 98468
31 49 85386
51 74 69172
79 96 49798
52 25 43885
98 46 89830
48 1 84973
63 3 99018
2 22 6015
19 33 3016
2 34 10107
71 74 11778
29 99 17063
42 82 18688
83 28 83063
11 55 55560
11 91 39964
46 47 82514
95 36 30205
87 25 3093
80 11 26788
26 69 73595
18 97 91531
22 74 180
5 23 93967
78 42 89009
6 1 30569
93 97 84717
96 40 85323
2 1 47092
99 41 96658
34 61 53058
4 71 70416
59 69 93799
4 30 402
75 85 6629
41 4 2049
66 33 99280
24 54 59667
18 93 17114
69 63 19770
42 25 79974
80 53 28199
34 69 60754
57 2 58786
1 74 23848
55 66 9348
7 93 99141
81 8 16592
34 73 36097
77 87 55527
11 20 80450
10 41 99515
23 5 79590
15 59 43127
11 65 60206
9 46 50791
73 95 2664
52 95 7819
4 71 69574
96 33 45044
22 28 94084
54 9 42643
13 4 63057
79 13 28256
80 45 24860
72 42 91224
35 98 9140
73 91 79816
40 88 84576
36 40 42916
88 7 24610
58 12 16139
64 66 8886
70 2 26106
80 29 12835
64 75 99507
4 50 9877
92 91 13635
7 20 80658
59 28 55565
48 14 14737
18 58 69350
20 80 35821
81 52 48181
100 68 8800
46 66 84033
50 51 10303
85 42 98229
19 16 60112
77 52 5722
25 12 15738
96 81 42203
18 63 3528
32 20 67559
43 69 25636
92 73 76678
21 77 44899
48 9 81926
10 79 34392
77 15 59339
87 45 78150
81 7 48354
54 86 67366
95 91 26685
40 36 12573
38 38 42218
2 29 17562
74 47 38230
18 60 45365
18 68 98227
92 94 19811
36 38 10743
79 8 38297
28 6 57187
17 58 38532
100 13 69978
72 3 36580
47 97 8533
94 65 25130
6 83 92588
48 83 62258
15 84 85947
39 99 14265
48 90 73968
97 52 87659
63 72 16675
38 65 19859
1 58 78880
5 91 4825
31 75 52681
94 56 6963
41 53 64214
29 43 71726
10 71 29555
85 32 67173
27 21 36663
17 85 48881
97 26 8544
